id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
171,Feria del Caballo Jerez,Jerez,2025-02-10 00:00:00,Festival,Visual,5,2,Cubierto,Desde 20€,https://feriadelcaballojerez.com/
172,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-02-05 00:00:00,Museo,Movilidad reducida,2,8,Al aire libre,Desde 5€,https://aitanamusic.es/
173,Museo del Chocolate Astorga,Astorga,2025-04-10 00:00:00,Literatura,Auditiva,1,5,Al aire libre,Gratis,https://museodelchocolateastorga.com/
174,CaixaForum Barcelona,CaixaForum Barcelona,2025-06-25 00:00:00,Museo,Movilidad reducida,1,2,Al aire libre,Por confirmar,https://caixaforum.org/es/barcelona
175,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-02-08 00:00:00,Festival,Ninguna,3,5,Cubierto,Desde 20€,https://aitanamusic.es/
176,Pueblo Español de Barcelona,de Barcelona,2025-07-31 00:00:00,Parque Temático,Movilidad reducida,3,8,Cubierto,Por confirmar,https://poble-espanyol.com/
177,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-03-31 00:00:00,Museo,Auditiva,2,5,Cubierto,Desde 30€,https://www.madrid.es/portales/munimadrid
178,Teleférico de Madrid,de Madrid,2025-09-07 00:00:00,Festival,Visual,5,2,Cubierto,Desde 5€,https://teleferico.emtmadrid.es/
179,Museo de Cera de Madrid,de Madrid,2025-08-24 00:00:00,Concierto,Ninguna,5,0,Al aire libre,Desde 20€,https://www.museoceramadrid.com/
180,Museo del Chocolate Astorga,Astorga,2025-07-18 00:00:00,Espectáculo,Cognitiva,3,5,Cubierto,Desde 20€,https://museodelchocolateastorga.com/
181,Museo de la Felicidad Madrid,Felicidad Madrid,2025-04-02 00:00:00,Festival,Cognitiva,3,5,Al aire libre,Gratis,https://www.museodelafelicidad.es/
182,Museo de la Felicidad Madrid,Felicidad Madrid,2025-09-01 00:00:00,Festival,Movilidad reducida,3,8,Cubierto,Desde 10€,https://www.museodelafelicidad.es/
183,Museo de la Ciencia Valladolid,Valladolid,2025-12-12 00:00:00,Espectáculo,Ninguna,4,5,Al aire libre,Por confirmar,https://museocienciavalladolid.es/
184,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-04-01 00:00:00,Espectáculo,Cognitiva,3,0,Cubierto,Por confirmar,https://www.madrid.es/portales/munimadrid
185,Parque Warner Madrid,Warner Madrid,2025-07-16 00:00:00,Espectáculo,Visual,5,2,Cubierto,Desde 10€,https://www.parquewarner.com/
186,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-05-02 00:00:00,Parque Temático,Cognitiva,3,8,Cubierto,Desde 30€,https://www.oceanografic.org/
187,Festival Tomavistas Madrid,Tomavistas Madrid,2025-12-02 00:00:00,Literatura,Cognitiva,1,0,Cubierto,Desde 5€,https://www.tomavistasfestival.com/
188,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-08-06 00:00:00,Festival,Cognitiva,4,2,Cubierto,Desde 30€,https://cac.es/
189,Festival Emérita Lúdica Mérida,Mérida,2025-03-14 00:00:00,Concierto,Auditiva,3,5,Al aire libre,Desde 10€,https://meridaludica.com/
190,Feria del Caballo Jerez,Jerez,2025-07-23 00:00:00,Museo,Ninguna,1,2,Cubierto,Desde 30€,https://feriadelcaballojerez.com/
191,Museo del Chocolate Astorga,Astorga,2025-03-25 00:00:00,Espectáculo,Auditiva,5,0,Al aire libre,Desde 5€,https://museodelchocolateastorga.com/
192,Dinópolis Teruel,Teruel,2025-07-28 00:00:00,Espectáculo,Cognitiva,5,0,Al aire libre,Desde 5€,https://www.dinopolis.com/
193,Parque Warner Madrid,Warner Madrid,2025-06-11 00:00:00,Parque Temático,Cognitiva,4,0,Al aire libre,Desde 5€,https://www.parquewarner.com/
194,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-04-07 00:00:00,Exposición,Cognitiva,2,0,Cubierto,Desde 5€,https://www.oceanografic.org/
195,Teleférico de Madrid,de Madrid,2025-05-20 00:00:00,Museo,Auditiva,1,5,Cubierto,Desde 30€,https://teleferico.emtmadrid.es/
196,Familyland Tres Cantos,Cantos,2025-03-10 00:00:00,Museo,Ninguna,1,5,Cubierto,Desde 5€,https://familyland.es/
197,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-02-13 00:00:00,Museo,Movilidad reducida,2,8,Al aire libre,Por confirmar,https://www.aquariumbcn.com/
198,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-11-04 00:00:00,Parque Temático,Movilidad reducida,4,5,Al aire libre,Desde 20€,https://cosmocaixa.org/
199,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-06-02 00:00:00,Museo,Movilidad reducida,2,5,Al aire libre,Desde 5€,https://kartingangelburgueno.com/
200,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-03-19 00:00:00,Literatura,Cognitiva,2,2,Al aire libre,Desde 10€,https://www.aquariumbcn.com/
201,CaixaForum Madrid,CaixaForum Madrid,2025-10-10 00:00:00,Literatura,Auditiva,1,2,Al aire libre,Gratis,https://caixaforum.org/es/madrid
202,Parque Warner Madrid,Warner Madrid,2025-11-21 00:00:00,Espectáculo,Visual,4,0,Cubierto,Desde 5€,https://www.parquewarner.com/
203,Castillo de Manzanares el Real,Real,2025-06-24 00:00:00,Parque Temático,Visual,3,5,Cubierto,Desde 30€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
204,Museo Guggenheim actividades familiares,familiares,2025-10-02 00:00:00,Concierto,Movilidad reducida,3,5,Al aire libre,Desde 30€,https://www.guggenheim-bilbao.eus/
205,Parque Faunia Madrid,Faunia Madrid,2025-02-25 00:00:00,Festival,Visual,3,5,Cubierto,Desde 5€,https://www.faunia.es/
206,Bioparc Valencia,Bioparc Valencia,2025-05-11 00:00:00,Exposición,Auditiva,2,2,Al aire libre,Gratis,https://www.bioparcvalencia.es/
207,Feria del Caballo Jerez,Jerez,2025-03-11 00:00:00,Parque Temático,Visual,3,0,Al aire libre,Por confirmar,https://feriadelcaballojerez.com/
208,Castillo de Manzanares el Real,Real,2025-11-16 00:00:00,Literatura,Visual,2,2,Al aire libre,Desde 20€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
209,PortAventura World,World,2025-10-07 00:00:00,Concierto,Movilidad reducida,4,2,Al aire libre,Desde 30€,https://www.portaventuraworld.com/
210,Zoo Aquarium de Madrid,de Madrid,2025-06-22 00:00:00,Espectáculo,Movilidad reducida,3,0,Al aire libre,Desde 20€,https://www.zoomadrid.com/
211,Parque Gulliver Valencia,Gulliver Valencia,2025-09-01 00:00:00,Museo,Auditiva,2,8,Cubierto,Desde 30€,https://www.visitvalencia.com/
212,Familyland Tres Cantos,Cantos,2025-11-04 00:00:00,Espectáculo,Movilidad reducida,3,0,Al aire libre,Desde 20€,https://familyland.es/
213,Museo Guggenheim actividades familiares,familiares,2025-09-29 00:00:00,Museo,Auditiva,1,8,Cubierto,Desde 30€,https://www.guggenheim-bilbao.eus/
214,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-06-08 00:00:00,Parque Temático,Auditiva,5,5,Al aire libre,Por confirmar,https://www.madrid.es/portales/munimadrid
215,Festival Pirineos Sur,Sur,2025-02-23 00:00:00,Exposición,Visual,2,0,Cubierto,Gratis,https://pirineos-sur.es/
216,Parque de Aventuras Amazonia,Amazonia,2025-02-21 00:00:00,Concierto,Auditiva,4,2,Al aire libre,Desde 10€,https://www.parqueaventuraamazonia.com/
217,Feria del Caballo Jerez,Jerez,2025-03-12 00:00:00,Concierto,Movilidad reducida,4,0,Cubierto,Gratis,https://feriadelcaballojerez.com/
218,Museo del Prado actividades familiares,familiares,2025-06-30 00:00:00,Concierto,Movilidad reducida,5,8,Cubierto,Desde 20€,https://www.museodelprado.es/
219,Maratón de los Cuentos Guadalajara,Guadalajara,2025-07-24 00:00:00,Museo,Visual,2,0,Cubierto,Desde 5€,https://www.maratondeloscuentos.org/
220,Parque Warner Madrid,Warner Madrid,2025-12-01 00:00:00,Museo,Movilidad reducida,1,2,Al aire libre,Desde 20€,https://www.parquewarner.com/
221,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-06-10 00:00:00,Espectáculo,Cognitiva,5,0,Al aire libre,Gratis,https://www.madrid.es/portales/munimadrid
222,Teleférico de Madrid,de Madrid,2025-08-17 00:00:00,Museo,Auditiva,1,5,Cubierto,Desde 5€,https://teleferico.emtmadrid.es/
223,Museo Naval de Madrid,de Madrid,2025-08-04 00:00:00,Literatura,Visual,1,5,Al aire libre,Desde 30€,https://www.armada.mde.es/MuseoNaval/
224,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-07-01 00:00:00,Concierto,Cognitiva,4,2,Cubierto,Desde 30€,https://cosmocaixa.org/
225,Pueblo Español de Barcelona,de Barcelona,2025-04-29 00:00:00,Festival,Cognitiva,5,2,Cubierto,Por confirmar,https://poble-espanyol.com/
226,Festival Pirineos Sur,Sur,2025-08-14 00:00:00,Parque Temático,Movilidad reducida,3,0,Cubierto,Desde 20€,https://pirineos-sur.es/
227,Museo del Mar de Galicia,Galicia,2025-11-17 00:00:00,Festival,Movilidad reducida,5,0,Al aire libre,Desde 5€,https://museodomar.xunta.gal/
228,CaixaForum Madrid,CaixaForum Madrid,2025-03-09 00:00:00,Literatura,Auditiva,1,0,Al aire libre,Desde 5€,https://caixaforum.org/es/madrid
229,CaixaForum Madrid,CaixaForum Madrid,2025-07-15 00:00:00,Literatura,Auditiva,2,8,Al aire libre,Desde 10€,https://caixaforum.org/es/madrid
230,Museo de Cera de Madrid,de Madrid,2025-11-03 00:00:00,Exposición,Movilidad reducida,2,0,Al aire libre,Por confirmar,https://www.museoceramadrid.com/
231,Familyland Tres Cantos,Cantos,2025-07-09 00:00:00,Concierto,Movilidad reducida,3,0,Cubierto,Desde 10€,https://familyland.es/
232,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-07-03 00:00:00,Espectáculo,Movilidad reducida,3,0,Al aire libre,Desde 10€,https://kartingangelburgueno.com/
233,Festival Emérita Lúdica Mérida,Mérida,2025-01-23 00:00:00,Literatura,Movilidad reducida,1,8,Cubierto,Gratis,https://meridaludica.com/
234,Museo del Chocolate Astorga,Astorga,2025-06-19 00:00:00,Literatura,Visual,2,5,Cubierto,Desde 10€,https://museodelchocolateastorga.com/
235,Festival Pirineos Sur,Sur,2025-07-30 00:00:00,Literatura,Cognitiva,1,5,Al aire libre,Por confirmar,https://pirineos-sur.es/
236,Festival Pirineos Sur,Sur,2025-06-05 00:00:00,Museo,Movilidad reducida,2,5,Al aire libre,Gratis,https://pirineos-sur.es/
237,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-01-21 00:00:00,Espectáculo,Cognitiva,5,5,Cubierto,Por confirmar,https://aitanamusic.es/
238,Parque de Aventuras Amazonia,Amazonia,2025-06-12 00:00:00,Espectáculo,Cognitiva,3,2,Al aire libre,Desde 5€,https://www.parqueaventuraamazonia.com/
239,CaixaForum Barcelona,CaixaForum Barcelona,2025-03-19 00:00:00,Parque Temático,Cognitiva,3,5,Cubierto,Desde 20€,https://caixaforum.org/es/barcelona
240,Museo del Prado actividades familiares,familiares,2025-10-09 00:00:00,Parque Temático,Auditiva,3,0,Al aire libre,Desde 10€,https://www.museodelprado.es/
241,Festival de Magia - Parque de Atracciones,Atracciones,2025-05-14 00:00:00,Parque Temático,Visual,3,0,Cubierto,Por confirmar,https://parquedeatracciones.es/eventos/festival-magia
242,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-07-08 00:00:00,Museo,Movilidad reducida,2,5,Al aire libre,Desde 20€,https://aitanamusic.es/
243,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-04-02 00:00:00,Parque Temático,Movilidad reducida,3,8,Al aire libre,Desde 20€,https://cosmocaixa.org/
244,Maratón de los Cuentos Guadalajara,Guadalajara,2025-05-09 00:00:00,Museo,Visual,1,2,Al aire libre,Por confirmar,https://www.maratondeloscuentos.org/
245,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-01-20 00:00:00,Museo,Movilidad reducida,1,8,Cubierto,Desde 5€,https://www.aquariumbcn.com/
246,Maratón de los Cuentos Guadalajara,Guadalajara,2025-05-29 00:00:00,Festival,Movilidad reducida,3,5,Cubierto,Desde 20€,https://www.maratondeloscuentos.org/
247,Acuario de Gijón,Gijón,2025-08-08 00:00:00,Literatura,Ninguna,2,0,Cubierto,Desde 10€,https://acuariodegijon.es/
248,Museo Interactivo de la Música Málaga,Málaga,2025-09-03 00:00:00,Exposición,Movilidad reducida,1,0,Al aire libre,Gratis,https://www.musicaenaccion.com/
249,Zoo Aquarium de Madrid,de Madrid,2025-03-09 00:00:00,Concierto,Cognitiva,5,2,Al aire libre,Desde 10€,https://www.zoomadrid.com/
250,Maratón de los Cuentos Guadalajara,Guadalajara,2025-03-03 00:00:00,Concierto,Auditiva,4,2,Al aire libre,Gratis,https://www.maratondeloscuentos.org/
251,Atlantis Aquarium Madrid,Aquarium Madrid,2025-05-22 00:00:00,Espectáculo,Auditiva,3,2,Cubierto,Desde 10€,https://www.atlantisaquarium-madrid.es/
252,Museo de Cera de Madrid,de Madrid,2025-01-20 00:00:00,Parque Temático,Cognitiva,4,5,Cubierto,Gratis,https://www.museoceramadrid.com/
253,Isla Mágica Sevilla,Mágica Sevilla,2025-04-02 00:00:00,Espectáculo,Visual,5,5,Cubierto,Desde 20€,https://www.islamagica.es/
254,Parque Warner Madrid,Warner Madrid,2025-02-07 00:00:00,Concierto,Auditiva,3,5,Cubierto,Desde 20€,https://www.parquewarner.com/
255,Castillo de Manzanares el Real,Real,2025-07-25 00:00:00,Parque Temático,Movilidad reducida,4,8,Cubierto,Desde 5€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
256,Museo del Prado actividades familiares,familiares,2025-03-22 00:00:00,Concierto,Auditiva,3,0,Al aire libre,Gratis,https://www.museodelprado.es/
257,Zoo Aquarium de Madrid,de Madrid,2025-10-26 00:00:00,Espectáculo,Movilidad reducida,5,2,Cubierto,Por confirmar,https://www.zoomadrid.com/
258,Museo Interactivo de la Música Málaga,Málaga,2025-04-25 00:00:00,Exposición,Cognitiva,2,8,Cubierto,Desde 10€,https://www.musicaenaccion.com/
259,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-08-22 00:00:00,Museo,Movilidad reducida,1,0,Cubierto,Por confirmar,https://cac.es/
260,Festival Emérita Lúdica Mérida,Mérida,2025-02-24 00:00:00,Museo,Movilidad reducida,2,5,Cubierto,Desde 10€,https://meridaludica.com/
261,Festival Tomavistas Madrid,Tomavistas Madrid,2025-11-19 00:00:00,Exposición,Cognitiva,1,5,Al aire libre,Por confirmar,https://www.tomavistasfestival.com/
262,Museo Guggenheim actividades familiares,familiares,2025-04-12 00:00:00,Literatura,Visual,2,5,Al aire libre,Desde 5€,https://www.guggenheim-bilbao.eus/
263,Jurassic World Experience Madrid,Experience Madrid,2025-05-10 00:00:00,Literatura,Cognitiva,2,5,Cubierto,Desde 5€,https://jurassicworldexperience.es/
264,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-05-23 00:00:00,Espectáculo,Ninguna,3,8,Al aire libre,Desde 20€,https://museumofillusions.es/madrid/
265,Dinópolis Teruel,Teruel,2025-05-29 00:00:00,Museo,Movilidad reducida,1,5,Cubierto,Desde 20€,https://www.dinopolis.com/
266,Museo de Cera de Madrid,de Madrid,2025-09-09 00:00:00,Exposición,Ninguna,1,5,Cubierto,Desde 20€,https://www.museoceramadrid.com/
267,Parque Faunia Madrid,Faunia Madrid,2025-06-03 00:00:00,Museo,Visual,1,5,Cubierto,Gratis,https://www.faunia.es/
268,Bioparc Valencia,Bioparc Valencia,2025-03-06 00:00:00,Literatura,Auditiva,1,8,Cubierto,Desde 5€,https://www.bioparcvalencia.es/
269,Festival de Magia - Parque de Atracciones,Atracciones,2025-05-29 00:00:00,Museo,Cognitiva,1,0,Al aire libre,Desde 10€,https://parquedeatracciones.es/eventos/festival-magia
270,Parque de Aventuras Amazonia,Amazonia,2025-11-09 00:00:00,Concierto,Movilidad reducida,5,0,Cubierto,Desde 5€,https://www.parqueaventuraamazonia.com/
271,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-10-19 00:00:00,Concierto,Auditiva,5,8,Al aire libre,Por confirmar,https://kartingangelburgueno.com/
272,Harpia Balaguer Medieval Lleida,Lleida,2025-06-25 00:00:00,Espectáculo,Movilidad reducida,4,2,Cubierto,Desde 30€,https://balaguer.cat/portal/
273,Laberinto de Villapresente Cantabria,Cantabria,2025-02-27 00:00:00,Festival,Movilidad reducida,5,5,Al aire libre,Desde 30€,https://laberintodevillapresente.es/
274,Festival Tomavistas Madrid,Tomavistas Madrid,2025-09-17 00:00:00,Festival,Visual,3,8,Cubierto,Desde 20€,https://www.tomavistasfestival.com/
275,Feria Medieval Ibiza,Ibiza,2025-09-17 00:00:00,Museo,Cognitiva,2,2,Al aire libre,Por confirmar,https://ibiza.travel/
276,Feria del Caballo Jerez,Jerez,2025-01-10 00:00:00,Festival,Auditiva,5,2,Cubierto,Desde 10€,https://feriadelcaballojerez.com/
277,Dinópolis Teruel,Teruel,2025-04-07 00:00:00,Parque Temático,Visual,4,2,Cubierto,Desde 10€,https://www.dinopolis.com/
278,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-10-06 00:00:00,Festival,Auditiva,5,5,Al aire libre,Desde 10€,https://cac.es/
279,Zoo Aquarium de Madrid,de Madrid,2025-08-12 00:00:00,Exposición,Cognitiva,2,5,Al aire libre,Desde 30€,https://www.zoomadrid.com/
280,Feria del Caballo Jerez,Jerez,2025-07-25 00:00:00,Concierto,Ninguna,4,0,Cubierto,Desde 10€,https://feriadelcaballojerez.com/
281,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-03-01 00:00:00,Parque Temático,Visual,5,5,Cubierto,Desde 10€,https://cac.es/
282,Museo del Ferrocarril de Madrid,de Madrid,2025-01-23 00:00:00,Exposición,Ninguna,1,0,Cubierto,Desde 20€,https://www.museodelferrocarril.org/
283,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-10-27 00:00:00,Festival,Auditiva,5,8,Cubierto,Desde 10€,https://www.madrid.es/portales/munimadrid
284,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-05-18 00:00:00,Literatura,Ninguna,1,8,Al aire libre,Desde 20€,https://www.oceanografic.org/
285,CaixaForum Madrid,CaixaForum Madrid,2025-03-29 00:00:00,Concierto,Cognitiva,5,8,Cubierto,Desde 30€,https://caixaforum.org/es/madrid
286,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-04-08 00:00:00,Museo,Auditiva,1,2,Al aire libre,Desde 20€,https://aitanamusic.es/
287,Parque Warner Madrid,Warner Madrid,2025-02-28 00:00:00,Concierto,Auditiva,5,5,Al aire libre,Desde 5€,https://www.parquewarner.com/
288,Feria del Caballo Jerez,Jerez,2025-11-10 00:00:00,Literatura,Movilidad reducida,1,0,Cubierto,Por confirmar,https://feriadelcaballojerez.com/
289,Museo Naval de Madrid,de Madrid,2025-03-25 00:00:00,Festival,Movilidad reducida,5,0,Al aire libre,Desde 10€,https://www.armada.mde.es/MuseoNaval/
290,Atlantis Aquarium Madrid,Aquarium Madrid,2025-07-26 00:00:00,Concierto,Visual,4,8,Al aire libre,Desde 10€,https://www.atlantisaquarium-madrid.es/
291,Museo de Cera de Madrid,de Madrid,2025-09-23 00:00:00,Concierto,Movilidad reducida,4,0,Cubierto,Desde 10€,https://www.museoceramadrid.com/
292,Pueblo Español de Barcelona,de Barcelona,2025-11-21 00:00:00,Parque Temático,Ninguna,3,2,Al aire libre,Desde 5€,https://poble-espanyol.com/
293,Laberinto de Villapresente Cantabria,Cantabria,2025-06-07 00:00:00,Concierto,Auditiva,3,2,Cubierto,Desde 30€,https://laberintodevillapresente.es/
294,Feria del Caballo Jerez,Jerez,2025-05-24 00:00:00,Museo,Movilidad reducida,1,8,Al aire libre,Por confirmar,https://feriadelcaballojerez.com/
295,Museo del Mar de Galicia,Galicia,2025-04-04 00:00:00,Parque Temático,Ninguna,4,0,Cubierto,Desde 10€,https://museodomar.xunta.gal/
296,Parque Gulliver Valencia,Gulliver Valencia,2025-06-06 00:00:00,Concierto,Ninguna,4,2,Al aire libre,Desde 10€,https://www.visitvalencia.com/
297,Pueblo Español de Barcelona,de Barcelona,2025-01-31 00:00:00,Literatura,Auditiva,1,2,Al aire libre,Desde 30€,https://poble-espanyol.com/
298,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-08-29 00:00:00,Parque Temático,Visual,3,0,Cubierto,Desde 10€,https://www.oceanografic.org/
299,Museo de la Felicidad Madrid,Felicidad Madrid,2025-08-23 00:00:00,Exposición,Cognitiva,2,0,Al aire libre,Desde 30€,https://www.museodelafelicidad.es/
300,Atlantis Aquarium Madrid,Aquarium Madrid,2025-11-17 00:00:00,Literatura,Auditiva,1,5,Al aire libre,Por confirmar,https://www.atlantisaquarium-madrid.es/
301,Museo del Mar de Galicia,Galicia,2025-04-16 00:00:00,Festival,Visual,5,5,Cubierto,Desde 20€,https://museodomar.xunta.gal/
302,Museo Guggenheim actividades familiares,familiares,2025-03-04 00:00:00,Museo,Auditiva,2,5,Al aire libre,Desde 5€,https://www.guggenheim-bilbao.eus/
303,Laberinto de Villapresente Cantabria,Cantabria,2025-12-17 00:00:00,Museo,Visual,1,2,Al aire libre,Gratis,https://laberintodevillapresente.es/
304,Teleférico de Madrid,de Madrid,2025-06-10 00:00:00,Literatura,Movilidad reducida,2,8,Cubierto,Por confirmar,https://teleferico.emtmadrid.es/
305,Laberinto de Villapresente Cantabria,Cantabria,2025-08-29 00:00:00,Parque Temático,Cognitiva,4,8,Cubierto,Por confirmar,https://laberintodevillapresente.es/
306,Harpia Balaguer Medieval Lleida,Lleida,2025-12-30 00:00:00,Exposición,Auditiva,2,5,Al aire libre,Desde 5€,https://balaguer.cat/portal/
