nombre_evento,ciudad,fecha,categoria,necesidad_especial,precio,descripcion
Parque Gulliver Valencia,Valencia,2025-11-11 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en Parque Gulliver Valencia en Valencia el 11 de November de 2025.
Museo del Mar de Galicia,A Coruña,2025-06-21 00:00:00,Educación,auditiva,Desde 20€,Disfruta de un museo familiar en Museo del Mar de Galicia en A Coruña el 21 de June de 2025.
Isla Mágica Sevilla,Sevilla,2025-06-08 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Isla Mágica Sevilla en Sevilla el 8 de June de 2025.
Festival Pirineos Sur,Madrid,2025-07-28 00:00:00,Educación,auditiva,Desde 10€,Disfruta de un exposición familiar en Festival Pirineos Sur en Madrid el 28 de July de 2025.
Karting Ángel Burgueño Madrid,Madrid,2025-11-26 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Karting Ángel Burgueño Madrid en Madrid el 26 de November de 2025.
Feria Medieval Ibiza,Illes Balears,2025-12-04 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Feria Medieval Ibiza en Illes Balears el 4 de December de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-08-09 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Castillo de Manzanares el Real en Ciudad Real el 9 de August de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-10-04 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Laberinto de Villapresente Cantabria en Cantabria el 4 de October de 2025.
Museo de Cera de Madrid,Madrid,2025-07-15 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Museo de Cera de Madrid en Madrid el 15 de July de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-04-03 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un espectáculo familiar en Museo Nacional de Ciencias Naturales en Madrid el 3 de April de 2025.
Parque Faunia Madrid,Madrid,2025-07-18 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Parque Faunia Madrid en Madrid el 18 de July de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-10-21 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un concierto familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 21 de October de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-01-26 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Castillo de Manzanares el Real en Ciudad Real el 26 de January de 2025.
Museo Naval de Madrid,Madrid,2025-05-27 00:00:00,Educación,visual,Desde 30€,Disfruta de un exposición familiar en Museo Naval de Madrid en Madrid el 27 de May de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-06-29 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en Museo de las Ilusiones Madrid en Madrid el 29 de June de 2025.
Familyland Tres Cantos,Madrid,2025-02-27 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un museo familiar en Familyland Tres Cantos en Madrid el 27 de February de 2025.
Feria del Caballo Jerez,Cádiz,2025-02-10 00:00:00,Ocio,visual,Desde 20€,Disfruta de un festival familiar en Feria del Caballo Jerez en Cádiz el 10 de February de 2025.
CaixaForum Barcelona,Barcelona,2025-06-25 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 25 de June de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-02-08 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Concierto Aitana Estadio Metropolitano en Madrid el 8 de February de 2025.
Pueblo Español de Barcelona,Barcelona,2025-07-31 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Pueblo Español de Barcelona en Barcelona el 31 de July de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-03-31 00:00:00,Educación,auditiva,Desde 30€,Disfruta de un museo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 31 de March de 2025.
Teleférico de Madrid,Madrid,2025-09-07 00:00:00,Ocio,visual,Desde 5€,Disfruta de un festival familiar en Teleférico de Madrid en Madrid el 7 de September de 2025.
Museo de Cera de Madrid,Madrid,2025-08-24 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Museo de Cera de Madrid en Madrid el 24 de August de 2025.
Museo de la Felicidad Madrid,Madrid,2025-04-02 00:00:00,Ocio,ninguna,Gratis,Disfruta de un festival familiar en Museo de la Felicidad Madrid en Madrid el 2 de April de 2025.
Museo de la Felicidad Madrid,Madrid,2025-09-01 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Museo de la Felicidad Madrid en Madrid el 1 de September de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-12-12 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Museo de la Ciencia Valladolid en Valladolid el 12 de December de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-04-01 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 1 de April de 2025.
Parque Warner Madrid,Madrid,2025-07-16 00:00:00,Ocio,visual,Desde 10€,Disfruta de un espectáculo familiar en Parque Warner Madrid en Madrid el 16 de July de 2025.
Oceanogràfic Valencia,Valencia,2025-05-02 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Oceanogràfic Valencia en Valencia el 2 de May de 2025.
Festival Tomavistas Madrid,Madrid,2025-12-02 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un literatura familiar en Festival Tomavistas Madrid en Madrid el 2 de December de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-08-06 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un festival familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 6 de August de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-03-14 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un concierto familiar en Festival Emérita Lúdica Mérida en Badajoz el 14 de March de 2025.
Feria del Caballo Jerez,Cádiz,2025-07-23 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un museo familiar en Feria del Caballo Jerez en Cádiz el 23 de July de 2025.
Dinópolis Teruel,Teruel,2025-07-28 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un espectáculo familiar en Dinópolis Teruel en Teruel el 28 de July de 2025.
Parque Warner Madrid,Madrid,2025-06-11 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Parque Warner Madrid en Madrid el 11 de June de 2025.
Oceanogràfic Valencia,Valencia,2025-04-07 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Oceanogràfic Valencia en Valencia el 7 de April de 2025.
Teleférico de Madrid,Madrid,2025-05-20 00:00:00,Educación,auditiva,Desde 30€,Disfruta de un museo familiar en Teleférico de Madrid en Madrid el 20 de May de 2025.
Familyland Tres Cantos,Madrid,2025-03-10 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un museo familiar en Familyland Tres Cantos en Madrid el 10 de March de 2025.
L'Aquàrium Barcelona,Barcelona,2025-02-13 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en L'Aquàrium Barcelona en Barcelona el 13 de February de 2025.
CosmoCaixa Barcelona,Barcelona,2025-11-04 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en CosmoCaixa Barcelona en Barcelona el 4 de November de 2025.
Karting Ángel Burgueño Madrid,Madrid,2025-06-02 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un museo familiar en Karting Ángel Burgueño Madrid en Madrid el 2 de June de 2025.
L'Aquàrium Barcelona,Barcelona,2025-03-19 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en L'Aquàrium Barcelona en Barcelona el 19 de March de 2025.
CaixaForum Madrid,Madrid,2025-10-10 00:00:00,Ocio,auditiva,Gratis,Disfruta de un literatura familiar en CaixaForum Madrid en Madrid el 10 de October de 2025.
Parque Warner Madrid,Madrid,2025-11-21 00:00:00,Ocio,visual,Desde 5€,Disfruta de un espectáculo familiar en Parque Warner Madrid en Madrid el 21 de November de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-06-24 00:00:00,Ocio,visual,Desde 30€,Disfruta de un parque temático familiar en Castillo de Manzanares el Real en Ciudad Real el 24 de June de 2025.
Parque Faunia Madrid,Madrid,2025-02-25 00:00:00,Ocio,visual,Desde 5€,Disfruta de un festival familiar en Parque Faunia Madrid en Madrid el 25 de February de 2025.
Bioparc Valencia,Valencia,2025-05-11 00:00:00,Educación,auditiva,Gratis,Disfruta de un exposición familiar en Bioparc Valencia en Valencia el 11 de May de 2025.
Feria del Caballo Jerez,Cádiz,2025-03-11 00:00:00,Ocio,visual,Por confirmar,Disfruta de un parque temático familiar en Feria del Caballo Jerez en Cádiz el 11 de March de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-11-16 00:00:00,Ocio,visual,Desde 20€,Disfruta de un literatura familiar en Castillo de Manzanares el Real en Ciudad Real el 16 de November de 2025.
PortAventura World,Madrid,2025-10-07 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un concierto familiar en PortAventura World en Madrid el 7 de October de 2025.
Zoo Aquarium de Madrid,Madrid,2025-06-22 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un espectáculo familiar en Zoo Aquarium de Madrid en Madrid el 22 de June de 2025.
Parque Gulliver Valencia,Valencia,2025-09-01 00:00:00,Educación,auditiva,Desde 30€,Disfruta de un museo familiar en Parque Gulliver Valencia en Valencia el 1 de September de 2025.
Familyland Tres Cantos,Madrid,2025-11-04 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un espectáculo familiar en Familyland Tres Cantos en Madrid el 4 de November de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-06-08 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un parque temático familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 8 de June de 2025.
Festival Pirineos Sur,Madrid,2025-02-23 00:00:00,Educación,visual,Gratis,Disfruta de un exposición familiar en Festival Pirineos Sur en Madrid el 23 de February de 2025.
Parque de Aventuras Amazonia,Madrid,2025-02-21 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un concierto familiar en Parque de Aventuras Amazonia en Madrid el 21 de February de 2025.
Feria del Caballo Jerez,Cádiz,2025-03-12 00:00:00,Ocio,ninguna,Gratis,Disfruta de un concierto familiar en Feria del Caballo Jerez en Cádiz el 12 de March de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-06-30 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Museo del Prado actividades familiares en Bizkaia el 30 de June de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-07-24 00:00:00,Educación,visual,Desde 5€,Disfruta de un museo familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 24 de July de 2025.
Parque Warner Madrid,Madrid,2025-12-01 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Parque Warner Madrid en Madrid el 1 de December de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-06-10 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 10 de June de 2025.
Teleférico de Madrid,Madrid,2025-08-17 00:00:00,Educación,auditiva,Desde 5€,Disfruta de un museo familiar en Teleférico de Madrid en Madrid el 17 de August de 2025.
Museo Naval de Madrid,Madrid,2025-08-04 00:00:00,Ocio,visual,Desde 30€,Disfruta de un literatura familiar en Museo Naval de Madrid en Madrid el 4 de August de 2025.
CosmoCaixa Barcelona,Barcelona,2025-07-01 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un concierto familiar en CosmoCaixa Barcelona en Barcelona el 1 de July de 2025.
Pueblo Español de Barcelona,Barcelona,2025-04-29 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un festival familiar en Pueblo Español de Barcelona en Barcelona el 29 de April de 2025.
Festival Pirineos Sur,Madrid,2025-08-14 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en Festival Pirineos Sur en Madrid el 14 de August de 2025.
Museo del Mar de Galicia,A Coruña,2025-11-17 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Museo del Mar de Galicia en A Coruña el 17 de November de 2025.
CaixaForum Madrid,Madrid,2025-03-09 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un literatura familiar en CaixaForum Madrid en Madrid el 9 de March de 2025.
CaixaForum Madrid,Madrid,2025-07-15 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un literatura familiar en CaixaForum Madrid en Madrid el 15 de July de 2025.
Museo de Cera de Madrid,Madrid,2025-11-03 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Museo de Cera de Madrid en Madrid el 3 de November de 2025.
Familyland Tres Cantos,Madrid,2025-07-09 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en Familyland Tres Cantos en Madrid el 9 de July de 2025.
Karting Ángel Burgueño Madrid,Madrid,2025-07-03 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un espectáculo familiar en Karting Ángel Burgueño Madrid en Madrid el 3 de July de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-01-23 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Festival Emérita Lúdica Mérida en Badajoz el 23 de January de 2025.
Festival Pirineos Sur,Madrid,2025-07-30 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 30 de July de 2025.
Festival Pirineos Sur,Madrid,2025-06-05 00:00:00,Educación,ninguna,Gratis,Disfruta de un museo familiar en Festival Pirineos Sur en Madrid el 5 de June de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-01-21 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Concierto Aitana Estadio Metropolitano en Madrid el 21 de January de 2025.
Parque de Aventuras Amazonia,Madrid,2025-06-12 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un espectáculo familiar en Parque de Aventuras Amazonia en Madrid el 12 de June de 2025.
CaixaForum Barcelona,Barcelona,2025-03-19 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en CaixaForum Barcelona en Barcelona el 19 de March de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-10-09 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un parque temático familiar en Museo del Prado actividades familiares en Bizkaia el 9 de October de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-05-14 00:00:00,Ocio,visual,Por confirmar,Disfruta de un parque temático familiar en Festival de Magia - Parque de Atracciones en Madrid el 14 de May de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-07-08 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Concierto Aitana Estadio Metropolitano en Madrid el 8 de July de 2025.
CosmoCaixa Barcelona,Barcelona,2025-04-02 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en CosmoCaixa Barcelona en Barcelona el 2 de April de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-05-09 00:00:00,Educación,visual,Por confirmar,Disfruta de un museo familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 9 de May de 2025.
L'Aquàrium Barcelona,Barcelona,2025-01-20 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un museo familiar en L'Aquàrium Barcelona en Barcelona el 20 de January de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-05-29 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 29 de May de 2025.
Acuario de Gijón,Asturias,2025-08-08 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en Acuario de Gijón en Asturias el 8 de August de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-09-03 00:00:00,Educación,ninguna,Gratis,Disfruta de un exposición familiar en Museo Interactivo de la Música Málaga en Málaga el 3 de September de 2025.
Zoo Aquarium de Madrid,Madrid,2025-03-09 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en Zoo Aquarium de Madrid en Madrid el 9 de March de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-03-03 00:00:00,Ocio,auditiva,Gratis,Disfruta de un concierto familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 3 de March de 2025.
Atlantis Aquarium Madrid,Madrid,2025-05-22 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un espectáculo familiar en Atlantis Aquarium Madrid en Madrid el 22 de May de 2025.
Museo de Cera de Madrid,Madrid,2025-01-20 00:00:00,Ocio,ninguna,Gratis,Disfruta de un parque temático familiar en Museo de Cera de Madrid en Madrid el 20 de January de 2025.
Isla Mágica Sevilla,Sevilla,2025-04-02 00:00:00,Ocio,visual,Desde 20€,Disfruta de un espectáculo familiar en Isla Mágica Sevilla en Sevilla el 2 de April de 2025.
Parque Warner Madrid,Madrid,2025-02-07 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un concierto familiar en Parque Warner Madrid en Madrid el 7 de February de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-07-25 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Castillo de Manzanares el Real en Ciudad Real el 25 de July de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-03-22 00:00:00,Ocio,auditiva,Gratis,Disfruta de un concierto familiar en Museo del Prado actividades familiares en Bizkaia el 22 de March de 2025.
Zoo Aquarium de Madrid,Madrid,2025-10-26 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Zoo Aquarium de Madrid en Madrid el 26 de October de 2025.
