Company;TypeName;Inches;Ram;Memory;Weight;Price_euros;ScreenType;Resolution;IsTouchscreen;Cpu_Type;Memory_Cpu;OpsysType;Version;Manufacturer;MemoryGraphic;Model Base;Specifications;width;height
Lenovo;Notebook;13.3;16.0;512.0;1.4;1499.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ThinkPad 13;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.0;1829.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;XPS 15;;1920;1080
Lenovo;2 in 1 Convertible;13.3;8.0;256.0;1.3;1034.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Yoga 720-13IKB;;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.1;363.51;;1366x768;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Intel;HD Graphics 505;Aspire 3;;1366;768
MSI;Gaming;17.3;16.0;256.0;3.78;2499.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;GT72VR Dominator;;1920;1080
Lenovo;Notebook;14.0;8.0;256.0;1.75;1116.02;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon RX 550;ThinkPad E480;;1920;1080
HP;Notebook;15.6;4.0;256.0;2.04;769.99;;1366x768;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;ProBook 450;;1366;768
Asus;Notebook;14.0;4.0;32.0;1.5;286.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;VivoBook E403NA;;1366;768
Dell;Ultrabook;12.5;4.0;500.0;1.5;1135.15;;1366x768;False;Intel Core i3 6100U;2.3;Windows;7;Intel;HD Graphics 520;Latitude E5270;;1366;768
Asus;Notebook;15.6;4.0;500.0;2.2;720.32;;1366x768;False;Intel Core i7 6500U;2.5;Windows;10;Nvidia;GeForce 920M;X556UJ-XO044T ;4GB/500GB/GeForce;1366;768
Lenovo;Notebook;15.6;6.0;256.0;2.2;549.0;Full HD;1920x1080;False;AMD A12-Series 9720P;3.6;Windows;10;AMD;Radeon 530;IdeaPad 320-15ABR;;1920;1080
MSI;Gaming;17.3;8.0;256.0;2.7;1199.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;GL72M 7REX;;1920;1080
HP;Notebook;15.6;4.0;1024.0;1.96;500.0;;1366x768;False;Intel Pentium Quad Core N3710;1.6;Windows;10;Intel;HD Graphics 405;250 G5;;1366;768
MSI;Gaming;17.3;8.0;128.0;2.7;1409.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GP72MVR 7RFX;;1920;1080
Dell;Ultrabook;14.0;8.0;256.0;1.7;879.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Vostro 5471;;1920;1080
HP;Notebook;15.6;4.0;128.0;1.91;439.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;15-bs002nv ;i3-6006U/4GB/128GB/FHD/W10;1920;1080
HP;Notebook;15.6;6.0;1024.0;2.04;549.99;Full HD;1920x1080;False;AMD A9-Series 9410;2.9;Windows;10;AMD;Radeon R7 M440;Pavilion 15-AW003nv;;1920;1080
Asus;Gaming;17.3;8.0;128.0;3.0;938.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;FX753VD-GC086T ;8GB/1TB;1920;1080
Asus;Notebook;15.6;8.0;1024.0;2.0;399.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;X541NA-GO414T ;N3350/8GB/1TB/W10;1366;768
HP;Notebook;14.0;4.0;256.0;1.48;1099.99;;1366x768;False;Intel Core i5 6300U;2.4;Windows;10;Intel;HD Graphics 520;EliteBook 840;;1366;768
Acer;Notebook;15.6;8.0;256.0;2.5;879.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Linux;;Nvidia;GeForce GTX 1050;Aspire 7;;1920;1080
Dell;Notebook;15.6;8.0;128.0;2.0;1207.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;Inspiron 7560;;1920;1080
HP;Notebook;15.6;4.0;1024.0;1.86;488.69;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;250 G6;;1366;768
MSI;Gaming;17.3;16.0;512.0;4.14;2499.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;GT73EVR 7RE;;1920;1080
Dell;Notebook;13.3;4.0;128.0;1.65;689.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;Latitude 3380;;1366;768
Lenovo;Notebook;15.6;6.0;1024.0;2.4;564.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;IdeaPad 310-15IKB;;1920;1080
Lenovo;Ultrabook;15.6;6.0;256.0;1.54;831.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 920M;IdeaPad 310-15IKB;;1920;1080
Lenovo;Notebook;17.3;6.0;128.0;2.8;859.0;;1600x900;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;IdeaPad 320-17IKB;;1600;900
Lenovo;Notebook;15.6;12.0;2048.0;2.2;899.0;Full HD;1920x1080;False;AMD A12-Series 9720P;3.6;Windows;10;AMD;Radeon 530;IdeaPad 320-15ABR;;1920;1080
HP;Notebook;15.6;4.0;128.0;2.1;705.5;Full HD;1920x1080;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;ProBook 450;;1920;1080
Dell;Ultrabook;12.5;8.0;256.0;1.26;1713.37;Touchscreen / Full HD;1920x1080;True;Intel Core i5 6300U;2.4;Windows;7;Intel;HD Graphics 520;Latitude E7270;;1920;1080
Dell;Notebook;15.6;8.0;1024.0;2.24;565.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;AMD;Radeon R5 M430;Inspiron 3567;;1920;1080
Lenovo;Notebook;17.3;6.0;128.0;2.8;949.0;;1600x900;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;IdeaPad 320-17IKB;;1600;900
HP;Notebook;17.3;8.0;128.0;2.5;977.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Nvidia;GeForce 930MX;ProBook 470;;1920;1080
Lenovo;Notebook;15.6;4.0;1024.0;1.85;779.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;V310-15IKB ;i7-7500U/4GB/1TB/FHD/W10;1920;1080
Toshiba;Notebook;14.0;4.0;128.0;1.75;1020.0;IPS Panel;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Tecra A40-C-1E5;;1366;768
Dell;Notebook;15.6;6.0;1024.0;2.3;459.0;;1366x768;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Inspiron 3567;;1366;768
Asus;Gaming;17.3;8.0;128.0;2.73;1770.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1060;ROG Strix;;1920;1080
Dell;Gaming;17.3;32.0;256.0;4.42;2800.0;Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 1070;Alienware 17;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.14;735.07;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Linux;;AMD;Radeon 520;Inspiron 3576;;1920;1080
Asus;Gaming;17.3;16.0;256.0;2.9;2122.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Rog GL702VS-GC095T;;1920;1080
Dell;Ultrabook;13.3;8.0;256.0;1.42;1841.85;Touchscreen / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Latitude 7390;;1920;1080
Samsung;Ultrabook;15.0;16.0;256.0;1.23;1849.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;Notebook 9;;1920;1080
Asus;Ultrabook;13.3;8.0;512.0;1.45;1026.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Nvidia;GeForce 940M;ZenBook UX310UQ-GL026T;;1920;1080
Acer;Gaming;15.6;8.0;128.0;2.7;1260.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Nitro 5;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.18;789.81;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;AMD;Radeon R5 M420;Vostro 3568;;1920;1080
HP;Notebook;15.6;4.0;1024.0;2.1;489.0;Full HD;1920x1080;False;AMD A9-Series 9420;3.0;Windows;10;AMD;Radeon 520;15-BW037na ;4GB/1TB/Radeon;1920;1080
Dell;Gaming;17.3;32.0;1024.0;4.36;3659.4;4K Ultra HD;3840x2160;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Alienware 17;;3840;2160
HP;Notebook;15.6;4.0;500.0;1.88;932.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;EliteBook 850;;1366;768
Dell;Gaming;15.6;16.0;128.0;2.6;1349.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Inspiron 7567;;1920;1080
Asus;Notebook;15.6;4.0;256.0;2.0;415.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Linux;;Intel;HD Graphics 520;X541UA-DM1897 ;i3-6006U/4GB/256GB/FHD/Linux;1920;1080
Asus;Gaming;15.6;16.0;256.0;2.34;2325.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 1070;Rog GL502VS;;1920;1080
HP;Notebook;14.0;8.0;256.0;1.48;1268.0;Full HD;1920x1080;False;Intel Core i5 7300U;2.6;Windows;10;Intel;HD Graphics 620;EliteBook 840;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.2;749.01;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Linux;;AMD;Radeon R5 M430;Inspiron 3567;;1920;1080
Dell;Notebook;15.6;4.0;500.0;2.3;585.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;AMD;Radeon R5 M430;Inspiron 3567;;1920;1080
Dell;Notebook;14.0;4.0;500.0;1.76;585.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;Latitude 3480;;1366;768
MSI;Gaming;17.3;16.0;512.0;2.43;2649.0;IPS Panel / 4K Ultra HD;3840x2160;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 1060;GS73VR Stealth;;3840;2160
Dell;Ultrabook;13.3;8.0;128.0;1.22;979.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;XPS 13;;1920;1080
Toshiba;Ultrabook;13.3;16.0;512.0;1.2;1747.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Portege Z30-C-16P;;1920;1080
Lenovo;Notebook;15.6;8.0;1024.0;2.2;329.0;;1366x768;False;Intel Celeron Quad Core N3710;1.6;No OS;;Intel;HD Graphics 405;IdeaPad 110-15IBR;;1366;768
MSI;Gaming;15.6;16.0;256.0;1.8;2241.5;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;GS63VR 7RG;;1920;1080
HP;Ultrabook;13.3;8.0;512.0;1.16;1969.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Spectre Pro;;1920;1080
Lenovo;Notebook;15.6;8.0;256.0;2.05;739.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;V330-15IKB ;i5-8250U/8GB/256GB/FHD/W10;1920;1080
Lenovo;2 in 1 Convertible;14.0;8.0;256.0;1.74;899.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Yoga 520-14IKB;;1920;1080
Lenovo;Notebook;13.3;4.0;128.0;1.5;549.0;IPS Panel / Full HD;1920x1080;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Ideapad 510S-13IKB;;1920;1080
HP;Workstation;15.6;8.0;512.0;2.31;1534.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7820HQ;2.9;Windows;10;Intel;HD Graphics 620;ProBook 650;;1920;1080
Dell;Ultrabook;12.5;4.0;128.0;1.5;1166.97;;1366x768;False;Intel Core i3 6100U;2.3;Windows;7;Intel;HD Graphics 520;Latitude E5270;;1366;768
Lenovo;Notebook;15.6;8.0;256.0;2.2;549.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;IdeaPad 320-15IKBN;;1920;1080
HP;Notebook;15.6;4.0;1024.0;2.1;469.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon 520;15-BS028nv ;4GB/1TB/Radeon;1920;1080
Lenovo;Notebook;14.0;8.0;256.0;1.7;1474.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Intel;HD Graphics 630;Thinkpad T470p;;1920;1080
Dell;Notebook;15.6;4.0;500.0;1.95;729.9;;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Latitude 3580;;1366;768
Asus;Notebook;17.3;8.0;128.0;2.1;1145.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce 150MX;VivoBook Pro;;1920;1080
Google;Ultrabook;12.3;16.0;512.0;1.1;2199.0;Touchscreen;2400x1600;True;Intel Core i7 7Y75;1.3;Chrome OS;;Intel;HD Graphics 615;Pixelbook ;;2400;1600
Asus;Gaming;17.3;64.0;1024.0;3.58;3975.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6820HK;2.7;Windows;10;Nvidia;GeForce GTX 980 ;ROG G701VO;;1920;1080
Dell;Workstation;15.6;8.0;1024.0;2.23;1778.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;Quadro M620;Precision 3520;;1920;1080
Asus;Gaming;17.3;16.0;256.0;2.9;1529.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;FX753VD-GC461T ;16GB/1TB;1920;1080
Lenovo;2 in 1 Convertible;13.9;16.0;512.0;1.4;1849.0;Touchscreen / IPS Panel / 4K Ultra HD;3840x2160;True;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Yoga 920-13IKB;;3840;2160
Asus;Gaming;17.3;16.0;256.0;4.3;1799.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 980M;ROG G752VSK-GC493T;;1920;1080
Lenovo;Notebook;14.0;4.0;500.0;1.87;785.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad E470;;1920;1080
HP;Netbook;11.6;2.0;32.0;1.17;209.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Windows;10;Intel;HD Graphics 400;Stream 11-Y000na;;1366;768
Dell;Gaming;17.3;32.0;256.0;4.42;3149.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Alienware 17;;1920;1080
HP;Netbook;12.5;4.0;128.0;2.4;1599.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;Elitebook 820;;1366;768
Dell;Notebook;15.6;6.0;1024.0;2.3;459.0;;1366x768;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Inspiron 3567;;1366;768
Lenovo;Notebook;15.6;4.0;128.0;1.9;270.62;;1366x768;False;Intel Celeron Dual Core N3350;1.1;No OS;;Intel;HD Graphics 500;V110-15IAP ;4GB/128GB/No;1366;768
Acer;Notebook;15.6;4.0;256.0;2.1;599.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Aspire 3;;1366;768
Asus;Ultrabook;13.3;8.0;512.0;1.2;729.0;IPS Panel / Full HD;1920x1080;False;Intel Core M 6Y30;0.9;Windows;10;Intel;HD Graphics 515;ZenBook UX305CA-UBM1;;1920;1080
Dell;Notebook;17.3;8.0;128.0;2.8;979.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5770;;1920;1080
Lenovo;Notebook;15.6;8.0;256.0;2.1;1229.56;IPS Panel / Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;AMD;Radeon RX 550;ThinkPad E580;;1920;1080
Huawei;Ultrabook;13.0;8.0;256.0;1.05;1349.0;IPS Panel / Full HD;2160x1440;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;MateBook X;;2160;1440
HP;2 in 1 Convertible;11.6;8.0;64.0;1.4;495.0;Touchscreen;1366x768;True;Intel Celeron Dual Core N3350;1.1;Chrome OS;;Intel;HD Graphics 500;Chromebook X360;;1366;768
MSI;Gaming;17.3;16.0;256.0;2.7;1598.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GE72VR Apache;;1920;1080
Acer;Notebook;14.0;8.0;1024.0;2.1;389.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;Aspire E5-475;;1366;768
Dell;Notebook;15.6;8.0;1024.0;2.3;469.01;Touchscreen;1366x768;True;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Inspiron 3567;;1366;768
Dell;Notebook;17.3;8.0;128.0;2.8;1085.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;AMD;Radeon 530;Inspiron 5770;;1920;1080
Lenovo;Gaming;15.6;16.0;256.0;3.2;1499.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Legion Y720-15IKB;;1920;1080
Lenovo;Gaming;15.6;8.0;256.0;2.4;779.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;No OS;;Nvidia;GeForce GTX 1050;Legion Y520-15IKBN;;1920;1080
Asus;Notebook;14.1;4.0;32.0;1.65;348.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;VivoBook L402NA;;1366;768
HP;2 in 1 Convertible;13.3;16.0;256.0;1.28;1975.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7600U;2.8;Windows;10;Intel;HD Graphics 620;EliteBook x360;;1920;1080
Lenovo;Notebook;14.0;8.0;256.0;1.9;1072.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;ThinkPad L460;;1920;1080
HP;Notebook;15.6;4.0;500.0;2.31;705.15;;1366x768;False;Intel Core i3 6100U;2.3;Windows;10;Intel;HD Graphics 520;ProBook 650;;1366;768
Toshiba;Ultrabook;13.3;16.0;512.0;1.36;1877.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Portege Z30T-C-133;;1920;1080
HP;Gaming;17.3;12.0;1024.0;2.62;1799.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Omen 15-ce006nv;;1920;1080
Razer;Ultrabook;12.5;8.0;256.0;1.25;1029.0;Touchscreen / 4K Ultra HD;3840x2160;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Blade Stealth;;3840;2160
HP;Notebook;15.6;8.0;2048.0;2.04;629.0;;1366x768;False;AMD A12-Series 9700P;2.5;Windows;10;AMD;Radeon R7 Graphics;15-ba043na ;A12-9700P/8GB/2TB/W10;1366;768
Asus;Gaming;17.3;32.0;512.0;4.7;3890.0;Full HD;1920x1080;False;Intel Core i7 7820HK;2.9;Windows;10;Nvidia;GeForce GTX 1080;ROG G703VI-E5062T;;1920;1080
Lenovo;Notebook;15.6;6.0;256.0;2.2;789.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;IdeaPad 510-15IKB;;1920;1080
MSI;Gaming;17.3;8.0;128.0;2.9;1511.19;Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960M;GE72 Apache;;1920;1080
Dell;Notebook;17.3;16.0;256.0;2.8;1299.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;AMD;Radeon 530;Inspiron 5770;;1920;1080
Dell;Notebook;15.6;4.0;128.0;2.3;499.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon R7 M440;Inspiron 5567;;1366;768
Toshiba;Notebook;15.6;8.0;500.0;2.0;1064.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Tecra A50-D-11M;;1920;1080
Asus;Notebook;17.3;4.0;1024.0;2.8;530.0;;1600x900;False;Intel Pentium Quad Core N3710;1.6;Windows;10;Nvidia;GeForce 920MX;X751SV-TY001T ;4GB/1TB/GeForce;1600;900
Dell;Notebook;15.6;2.0;500.0;2.2;379.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;Inspiron 3552;;1366;768
Toshiba;Notebook;14.0;8.0;256.0;1.95;1180.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Tecra A40-C-1DF;;1920;1080
Asus;Notebook;15.6;4.0;1024.0;2.65;309.0;;1366x768;False;Intel Pentium Quad Core N3710;1.6;Windows;10;Intel;HD Graphics 405;X540SA-RBPDN09 ;N3710/4GB/1TB/W10;1366;768
Lenovo;Notebook;13.3;4.0;128.0;1.44;881.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad 13;;1920;1080
Dell;Workstation;15.6;8.0;256.0;2.06;1763.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;Quadro M620;Precision 3520;;1920;1080
MSI;Gaming;17.3;8.0;128.0;2.7;1095.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;GL72M 7RDX;;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.23;616.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 940MX;Aspire E5-576G;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.13;728.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 520;Inspiron 3576;;1920;1080
Asus;2 in 1 Convertible;15.6;12.0;512.0;2.26;1099.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce GT 940MX;ZenBook Flip;;1920;1080
HP;Ultrabook;12.5;8.0;240.0;1.09;3100.0;Touchscreen / 4K Ultra HD;3840x2160;True;Intel Core M 6Y75;1.2;Windows;10;Intel;HD Graphics 515;Elitebook Folio;;3840;2160
Dell;Ultrabook;15.6;8.0;256.0;1.88;1096.16;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Latitude 5590;;1920;1080
HP;Notebook;15.6;4.0;128.0;2.1;499.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon 520;15-bs005nv ;4GB/1TB;1920;1080
MSI;Gaming;17.3;16.0;256.0;2.8;1890.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GE73VR 7RE;;1920;1080
Razer;Gaming;14.0;16.0;512.0;1.95;2899.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Blade Pro;;1920;1080
Asus;Gaming;17.3;16.0;256.0;2.73;2049.9;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Rog Strix;;1920;1080
Lenovo;2 in 1 Convertible;13.9;8.0;256.0;1.4;1599.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Yoga 920-13IKB;;1920;1080
Lenovo;Notebook;15.6;4.0;500.0;2.1;318.0;;1366x768;False;Intel Celeron Dual Core 3855U;1.6;Windows;10;Intel;HD Graphics 510;V110-15ISK ;3855U/4GB/500GB/W10;1366;768
Dell;Notebook;15.6;8.0;256.0;2.2;919.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
Dell;Notebook;15.6;4.0;256.0;2.2;749.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
MSI;Gaming;15.6;8.0;128.0;2.4;1229.0;Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960M;GE62 Apache;;1920;1080
Dell;Notebook;14.0;8.0;256.0;1.6;1126.71;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Latitude 5480;;1366;768
Fujitsu;Notebook;15.6;8.0;1024.0;2.2;739.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Lifebook A557;;1366;768
Lenovo;Notebook;14.0;4.0;16.0;1.5;325.0;;1366x768;False;Intel Celeron Quad Core N3160;1.6;Chrome OS;;Intel;HD Graphics 400;N42-20 Chromebook;;1366;768
Dell;Notebook;15.6;4.0;128.0;2.18;569.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Linux;;AMD;Radeon R5 M420;Vostro 3568;;1920;1080
Samsung;Ultrabook;15.0;8.0;256.0;1.17;1699.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Notebook 9;;1920;1080
Lenovo;Notebook;15.6;8.0;1024.0;2.2;459.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;IdeaPad 310-15ISK;;1366;768
Asus;Gaming;15.6;16.0;256.0;2.2;2449.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Rog Strix;;1920;1080
Lenovo;Notebook;17.3;8.0;1024.0;3.0;659.0;;1600x900;False;Intel Core i5 6200U;2.3;Windows;10;AMD;Radeon R5 M330;IdeaPad 300-17ISK;;1600;900
